user_id,order_id,status,product_id,month,year,order_value,country,customer_age,customer_gender,category,retail_price
26369,33279,Complete,15616,11,2022,34.0,China,66,F,Plus,34.0
40032,50515,Complete,15361,9,2021,12.989999771118164,China,59,F,Plus,12.989999771118164
29569,37374,Complete,15362,7,2022,17.989999771118164,China,57,F,Plus,17.989999771118164
15058,19055,Complete,15618,11,2022,11.039999961853027,China,49,F,Plus,11.039999961853027
79996,100560,Complete,15874,8,2022,9.6000003814697266,China,45,F,Plus,9.6000003814697266
94285,118269,Complete,15874,11,2024,9.6000003814697266,China,13,F,Plus,9.6000003814697266
28633,36168,Complete,15363,2,2021,65.0,France,63,F,Plus,65.0
14068,17760,Complete,15363,12,2024,65.0,China,64,F,Plus,65.0
971,1192,Complete,15363,11,2024,65.0,United States,65,F,Plus,65.0
6582,8299,Complete,15363,9,2024,65.0,France,32,F,Plus,65.0
24162,30436,Complete,15619,9,2024,50.0,China,23,F,Plus,50.0
57501,72407,Complete,15619,12,2024,50.0,South Korea,28,F,Plus,50.0
24301,30621,Complete,15875,11,2024,36.0,United States,25,F,Plus,36.0
86600,108718,Complete,15875,1,2023,36.0,China,56,F,Plus,36.0
73301,92211,Complete,15364,5,2023,79.0,United States,59,F,Plus,79.0
27429,34646,Complete,15620,8,2024,20.0,Brasil,50,F,Plus,20.0
72092,90711,Complete,15620,5,2023,20.0,China,61,F,Plus,20.0
59416,74857,Complete,15876,12,2024,14.989999771118164,China,47,F,Plus,14.989999771118164
72546,91255,Complete,15365,10,2024,34.9900016784668,United States,35,F,Plus,34.9900016784668
99438,124732,Complete,15621,12,2024,178.0,Germany,39,F,Plus,178.0
44969,56646,Complete,15877,9,2023,14.399999618530272,United States,35,F,Plus,14.399999618530272
9670,12234,Complete,15877,10,2024,14.399999618530272,Spain,59,F,Plus,14.399999618530272
5983,7539,Complete,15878,1,2024,6.0,China,23,F,Plus,6.0
93353,117138,Complete,15878,8,2024,6.0,United States,51,F,Plus,6.0
25894,32676,Complete,15878,4,2024,6.0,China,53,F,Plus,6.0
56305,70964,Complete,15878,7,2022,6.0,United States,23,F,Plus,6.0
33109,41836,Complete,15878,12,2023,6.0,Japan,46,F,Plus,6.0
9188,11579,Complete,15367,7,2024,6.9200000762939444,China,55,F,Plus,6.9200000762939444
13525,17063,Complete,15623,5,2024,19.989999771118164,United States,39,F,Plus,19.989999771118164
5121,6438,Complete,15623,1,2024,19.989999771118164,Australia,37,F,Plus,19.989999771118164
85215,106973,Complete,15623,7,2022,19.989999771118164,United States,57,F,Plus,19.989999771118164
91758,115138,Complete,15623,4,2024,19.989999771118164,China,29,F,Plus,19.989999771118164
9043,11411,Complete,15879,7,2021,12.989999771118164,China,35,F,Plus,12.989999771118164
59887,75440,Complete,15368,10,2022,48.0,China,21,F,Plus,48.0
46837,59006,Complete,15880,12,2024,182.0,Brasil,15,F,Plus,182.0
55085,69467,Complete,15880,10,2024,182.0,China,15,F,Plus,182.0
95289,119499,Complete,15369,7,2022,34.0,China,68,F,Plus,34.0
29157,36843,Complete,15369,7,2024,34.0,Brasil,62,F,Plus,34.0
79577,100032,Complete,15625,4,2024,19.979999542236328,China,68,F,Plus,19.979999542236328
90017,112952,Complete,15625,12,2019,19.979999542236328,Brasil,44,F,Plus,19.979999542236328
17510,22081,Complete,15625,10,2024,19.979999542236328,China,15,F,Plus,19.979999542236328
36061,45470,Complete,15881,12,2024,29.989999771118164,United States,22,F,Plus,29.989999771118164
70319,88484,Complete,15881,12,2023,29.989999771118164,United States,33,F,Plus,29.989999771118164
66679,84004,Complete,15881,3,2023,29.989999771118164,Brasil,35,F,Plus,29.989999771118164
78884,99199,Complete,15881,1,2025,29.989999771118164,China,54,F,Plus,29.989999771118164
42046,53019,Complete,15370,1,2024,12.989999771118164,United States,12,F,Plus,12.989999771118164
67340,84824,Complete,15370,10,2024,12.989999771118164,China,61,F,Plus,12.989999771118164
91269,114537,Complete,15626,8,2023,109.9499969482422,United States,57,F,Plus,109.9499969482422
68874,86696,Complete,15626,11,2023,109.9499969482422,United States,18,F,Plus,109.9499969482422
84136,105628,Complete,15882,9,2024,48.930000305175774,China,38,F,Plus,48.930000305175774
50214,63237,Complete,15371,7,2022,75.0,China,33,F,Plus,75.0
2135,2694,Complete,15372,6,2024,23.229999542236328,China,24,F,Plus,23.229999542236328
729,900,Complete,15372,8,2024,23.229999542236328,United States,22,F,Plus,23.229999542236328
4825,6088,Complete,15372,11,2022,23.229999542236328,China,67,F,Plus,23.229999542236328
62304,78494,Complete,15628,11,2023,25.5,Brasil,48,F,Plus,25.5
70365,88541,Complete,15884,7,2024,3.9900000095367432,China,63,F,Plus,3.9900000095367432
81708,102673,Complete,15884,10,2024,3.9900000095367432,China,19,F,Plus,3.9900000095367432
27624,34880,Complete,15373,12,2024,29.25,China,34,F,Plus,29.25
27027,34147,Complete,15373,10,2023,29.25,China,66,F,Plus,29.25
30479,38509,Complete,15629,9,2024,29.989999771118164,United Kingdom,58,F,Plus,29.989999771118164
17918,22618,Complete,15374,2,2024,102.90000152587892,China,45,F,Plus,102.90000152587892
5983,7539,Complete,15374,1,2024,102.90000152587892,China,23,F,Plus,102.90000152587892
70121,88238,Complete,15886,10,2022,18.0,South Korea,34,F,Plus,18.0
50210,63233,Complete,15886,2,2023,18.0,Spain,27,F,Plus,18.0
67735,85300,Complete,15631,8,2021,84.0,China,68,F,Plus,84.0
3676,4681,Complete,15887,10,2023,9.0,United States,69,F,Plus,9.0
58431,73603,Complete,15887,2,2024,9.0,Brasil,49,F,Plus,9.0
11275,14243,Complete,15376,10,2020,5.4899997711181641,United Kingdom,15,F,Plus,5.4899997711181641
23461,29567,Complete,15632,12,2024,16.950000762939453,China,53,F,Plus,16.950000762939453
15573,19664,Complete,15888,4,2022,50.0,Brasil,33,F,Plus,50.0
53064,66843,Complete,15888,1,2023,50.0,United Kingdom,24,F,Plus,50.0
25749,32498,Complete,15888,8,2022,50.0,France,21,F,Plus,50.0
46025,57949,Complete,15377,3,2024,93.0,China,49,F,Plus,93.0
717,877,Complete,15633,3,2023,83.0999984741211,South Korea,20,F,Plus,83.0999984741211
83433,104777,Complete,15633,8,2021,83.0999984741211,United States,36,F,Plus,83.0999984741211
38217,48167,Complete,15633,11,2021,83.0999984741211,United States,18,F,Plus,83.0999984741211
95862,120224,Complete,15378,10,2024,9.2399997711181641,China,34,F,Plus,9.2399997711181641
4134,5236,Complete,15378,7,2023,9.2399997711181641,China,65,F,Plus,9.2399997711181641
93088,116798,Complete,15634,11,2020,11.659999847412108,China,52,F,Plus,11.659999847412108
8647,10920,Complete,15890,6,2023,86.510002136230483,France,65,F,Plus,86.510002136230483
87459,109799,Complete,15890,10,2023,86.510002136230483,China,48,F,Plus,86.510002136230483
17527,22111,Complete,15379,4,2024,18.989999771118164,United Kingdom,33,F,Plus,18.989999771118164
5962,7514,Complete,15379,2,2024,18.989999771118164,South Korea,34,F,Plus,18.989999771118164
71516,89973,Complete,15635,4,2021,55.0,United States,49,F,Plus,55.0
87972,110425,Complete,15891,7,2024,16.0,Australia,21,F,Plus,16.0
84176,105683,Complete,15380,12,2021,25.0,France,47,F,Plus,25.0
21081,26533,Complete,15636,7,2023,12.0,China,70,F,Plus,12.0
51388,64703,Complete,15636,7,2022,12.0,Brasil,70,F,Plus,12.0
66564,83864,Complete,15636,7,2024,12.0,Brasil,69,F,Plus,12.0
28430,35921,Complete,15636,11,2024,12.0,South Korea,68,F,Plus,12.0
80530,101229,Complete,15892,7,2024,10.109999656677246,China,20,F,Plus,10.109999656677246
93178,116909,Complete,15892,11,2024,10.109999656677246,United States,48,F,Plus,10.109999656677246
93944,117879,Complete,15381,7,2020,25.409999847412109,United States,23,F,Plus,25.409999847412109
16386,20672,Complete,15381,9,2019,25.409999847412109,China,22,F,Plus,25.409999847412109
34773,43843,Complete,15381,2,2023,25.409999847412109,Japan,61,F,Plus,25.409999847412109
42450,53490,Complete,15382,5,2022,44.9900016784668,Brasil,54,F,Plus,44.9900016784668
62650,78920,Complete,15382,9,2020,44.9900016784668,United States,20,F,Plus,44.9900016784668
51952,65408,Complete,15638,1,2024,35.0,France,46,F,Plus,35.0
61475,77425,Complete,15383,1,2023,25.950000762939453,United States,15,F,Plus,25.950000762939453
74604,93881,Complete,15383,2,2024,25.950000762939453,United States,28,F,Plus,25.950000762939453
79993,100557,Complete,15383,5,2021,25.950000762939453,China,41,F,Plus,25.950000762939453
3071,3897,Complete,15383,10,2022,25.950000762939453,Spain,27,F,Plus,25.950000762939453
3309,4204,Complete,15639,1,2020,6.3899998664855957,China,31,F,Plus,6.3899998664855957
16623,20991,Complete,15384,3,2023,29.680000305175781,China,55,F,Plus,29.680000305175781
81860,102878,Complete,15640,1,2024,64.0,China,29,F,Plus,64.0
29862,37712,Complete,15896,6,2022,13.989999771118164,South Korea,69,F,Plus,13.989999771118164
95517,119774,Complete,15641,4,2024,35.0,United States,31,F,Plus,35.0
94929,119071,Complete,15641,5,2023,35.0,Brasil,51,F,Plus,35.0
50469,63565,Complete,15641,1,2023,35.0,Spain,31,F,Plus,35.0
30182,38126,Complete,15641,12,2023,35.0,United States,59,F,Plus,35.0
23468,29575,Complete,15641,12,2023,35.0,United Kingdom,36,F,Plus,35.0
90382,113400,Complete,15897,10,2023,6.570000171661377,China,34,F,Plus,6.570000171661377
23055,29046,Complete,15897,8,2022,6.570000171661377,South Korea,24,F,Plus,6.570000171661377
79448,99877,Complete,15386,10,2024,9.9499998092651367,Brasil,55,F,Plus,9.9499998092651367
13716,17286,Complete,15386,6,2024,9.9499998092651367,France,23,F,Plus,9.9499998092651367
3354,4263,Complete,15642,12,2022,8.4700002670288086,Spain,15,F,Plus,8.4700002670288086
49168,61909,Complete,15898,6,2021,280.0,China,54,F,Plus,280.0
90625,113697,Complete,15387,2,2023,48.0,China,65,F,Plus,48.0
98398,123444,Complete,15899,11,2024,19.989999771118164,Brasil,53,F,Plus,19.989999771118164
94272,118255,Complete,15388,10,2023,44.9900016784668,China,39,F,Plus,44.9900016784668
65140,82079,Complete,15388,3,2023,44.9900016784668,China,52,F,Plus,44.9900016784668
22644,28530,Complete,15388,12,2024,44.9900016784668,China,27,F,Plus,44.9900016784668
33682,42546,Complete,15644,8,2021,12.949999809265137,United States,51,F,Plus,12.949999809265137
4348,5488,Complete,15644,7,2024,12.949999809265137,United Kingdom,33,F,Plus,12.949999809265137
3295,4181,Complete,15900,7,2024,23.0,China,46,F,Plus,23.0
88134,110625,Complete,15389,10,2023,25.5,China,57,F,Plus,25.5
97618,122486,Complete,15389,11,2024,25.5,United States,59,F,Plus,25.5
98240,123248,Complete,15645,9,2024,8.9899997711181641,China,54,F,Plus,8.9899997711181641
75475,94952,Complete,15645,4,2021,8.9899997711181641,China,14,F,Plus,8.9899997711181641
38612,48687,Complete,15901,8,2023,18.989999771118164,France,26,F,Plus,18.989999771118164
93612,117486,Complete,15390,12,2023,7.9499998092651358,Brasil,17,F,Plus,7.9499998092651358
81628,102577,Complete,15390,1,2022,7.9499998092651358,China,29,F,Plus,7.9499998092651358
4831,6094,Complete,15390,1,2024,7.9499998092651358,China,51,F,Plus,7.9499998092651358
3208,4072,Complete,15390,11,2020,7.9499998092651358,Germany,38,F,Plus,7.9499998092651358
40783,51472,Complete,15390,12,2024,7.9499998092651358,Brasil,32,F,Plus,7.9499998092651358
19448,24493,Complete,15646,3,2022,23.0,France,36,F,Plus,23.0
60633,76369,Complete,15902,6,2024,18.420000076293945,United States,19,F,Plus,18.420000076293945
55378,69831,Complete,15391,8,2023,97.930000305175781,United States,37,F,Plus,97.930000305175781
15494,19572,Complete,15391,8,2024,97.930000305175781,Brasil,43,F,Plus,97.930000305175781
91914,115341,Complete,15391,1,2023,97.930000305175781,Japan,63,F,Plus,97.930000305175781
47746,60150,Complete,15647,10,2024,9.59000015258789,China,54,F,Plus,9.59000015258789
45508,57286,Complete,15647,8,2024,9.59000015258789,China,38,F,Plus,9.59000015258789
9563,12072,Complete,15392,5,2023,11.340000152587892,China,22,F,Plus,11.340000152587892
66246,83472,Complete,15392,11,2023,11.340000152587892,Brasil,63,F,Plus,11.340000152587892
31373,39655,Complete,15648,11,2024,12.989999771118164,China,18,F,Plus,12.989999771118164
45424,57204,Complete,15648,4,2023,12.989999771118164,Brasil,69,F,Plus,12.989999771118164
40374,50926,Complete,15904,9,2021,28.0,China,42,F,Plus,28.0
7786,9855,Complete,15904,11,2023,28.0,United States,43,F,Plus,28.0
50798,63981,Complete,15393,5,2024,31.979999542236328,China,59,F,Plus,31.979999542236328
36464,45966,Complete,15393,3,2023,31.979999542236328,United Kingdom,66,F,Plus,31.979999542236328
75651,95176,Complete,15393,12,2020,31.979999542236328,United States,42,F,Plus,31.979999542236328
69352,87281,Complete,15649,3,2024,14.970000267028809,United States,25,F,Plus,14.970000267028809
26009,32827,Complete,15649,7,2024,14.970000267028809,Spain,44,F,Plus,14.970000267028809
79508,99951,Complete,15649,5,2024,14.970000267028809,United States,51,F,Plus,14.970000267028809
10305,13046,Complete,15649,7,2024,14.970000267028809,Brasil,62,F,Plus,14.970000267028809
15182,19198,Complete,15905,6,2023,51.599998474121087,United States,25,F,Plus,51.599998474121087
56406,71111,Complete,15905,7,2024,51.599998474121087,Spain,32,F,Plus,51.599998474121087
83841,105268,Complete,15905,9,2020,51.599998474121087,Brasil,38,F,Plus,51.599998474121087
67227,84685,Complete,15905,1,2022,51.599998474121087,Brasil,55,F,Plus,51.599998474121087
9484,11950,Complete,15905,8,2022,51.599998474121087,United States,25,F,Plus,51.599998474121087
77515,97487,Complete,15395,6,2023,2.6700000762939453,Brasil,66,F,Plus,2.6700000762939453
57115,71980,Complete,15651,6,2024,21.350000381469727,China,21,F,Plus,21.350000381469727
77357,97281,Complete,15651,4,2023,21.350000381469727,Japan,64,F,Plus,21.350000381469727
54065,68123,Complete,15907,10,2024,25.5,China,62,F,Plus,25.5
54665,68898,Complete,15907,7,2022,25.5,Japan,47,F,Plus,25.5
51627,64988,Complete,15396,12,2023,20.950000762939453,United States,51,F,Plus,20.950000762939453
84794,106461,Complete,15396,12,2024,20.950000762939453,United Kingdom,45,F,Plus,20.950000762939453
3131,3975,Complete,15397,9,2020,29.989999771118164,United Kingdom,61,F,Plus,29.989999771118164
31481,39806,Complete,15653,8,2021,14.989999771118164,China,53,F,Plus,14.989999771118164
36541,46064,Complete,15653,1,2024,14.989999771118164,South Korea,65,F,Plus,14.989999771118164
27168,34330,Complete,15653,9,2023,14.989999771118164,United States,28,F,Plus,14.989999771118164
79775,100275,Complete,15653,10,2024,14.989999771118164,China,58,F,Plus,14.989999771118164
15860,19982,Complete,15909,3,2024,8.0,China,27,F,Plus,8.0
55217,69634,Complete,15909,4,2024,8.0,China,16,F,Plus,8.0
97313,122082,Complete,15398,12,2024,31.0,China,65,F,Plus,31.0
83777,105183,Complete,15398,3,2023,31.0,China,26,F,Plus,31.0
55775,70314,Complete,15654,12,2021,13.989999771118164,France,31,F,Plus,13.989999771118164
10720,13548,Complete,15910,8,2022,18.989999771118164,United States,20,F,Plus,18.989999771118164
39539,49897,Complete,15399,1,2024,8.9899997711181641,Germany,22,F,Plus,8.9899997711181641
6927,8717,Complete,15911,8,2023,35.0,South Korea,15,F,Plus,35.0
97647,122527,Complete,15911,12,2024,35.0,China,31,F,Plus,35.0
41036,51773,Complete,15400,2,2023,44.470001220703125,France,41,F,Plus,44.470001220703125
11799,14924,Complete,15400,8,2020,44.470001220703125,United States,60,F,Plus,44.470001220703125
56048,70659,Complete,15656,7,2024,29.0,China,52,F,Plus,29.0
3437,4373,Complete,15912,11,2024,133.0,China,67,F,Plus,133.0
7871,9959,Complete,15912,7,2023,133.0,United States,49,F,Plus,133.0
56208,70842,Complete,15401,7,2024,30.0,South Korea,17,F,Plus,30.0
789,978,Complete,15401,12,2024,30.0,Brasil,56,F,Plus,30.0
45159,56903,Complete,15401,12,2024,30.0,United States,51,F,Plus,30.0
62445,78663,Complete,15401,10,2024,30.0,China,26,F,Plus,30.0
69548,87532,Complete,15401,6,2020,30.0,United States,62,F,Plus,30.0
38711,48832,Complete,15657,6,2023,15.949999809265137,South Korea,61,F,Plus,15.949999809265137
59142,74526,Complete,15913,12,2024,33.979999542236328,United Kingdom,37,F,Plus,33.979999542236328
17498,22066,Complete,15913,11,2021,33.979999542236328,Brasil,64,F,Plus,33.979999542236328
7068,8898,Complete,15913,11,2022,33.979999542236328,Japan,36,F,Plus,33.979999542236328
13651,17200,Complete,15913,2,2023,33.979999542236328,Japan,44,F,Plus,33.979999542236328
27068,34203,Complete,15913,9,2024,33.979999542236328,Australia,51,F,Plus,33.979999542236328
60028,75613,Complete,15658,2,2023,24.989999771118164,China,54,F,Plus,24.989999771118164
55334,69778,Complete,15659,10,2023,28.690000534057617,United States,47,F,Plus,28.690000534057617
43463,54762,Complete,15659,6,2022,28.690000534057617,United States,32,F,Plus,28.690000534057617
19681,24788,Complete,15915,6,2021,42.0,Brasil,19,F,Plus,42.0
7580,9591,Complete,15660,8,2023,94.989997863769517,China,51,F,Plus,94.989997863769517
12916,16328,Complete,15661,12,2023,173.94000244140625,United States,68,F,Plus,173.94000244140625
85995,107953,Complete,15917,4,2020,3.5,China,67,F,Plus,3.5
43102,54318,Complete,15917,6,2024,3.5,China,44,F,Plus,3.5
73243,92142,Complete,15917,2,2024,3.5,Spain,41,F,Plus,3.5
29431,37197,Complete,15918,9,2022,45.9900016784668,United States,25,F,Plus,45.9900016784668
83553,104911,Complete,15918,9,2023,45.9900016784668,China,45,F,Plus,45.9900016784668
47709,60097,Complete,15918,6,2024,45.9900016784668,United States,69,F,Plus,45.9900016784668
19757,24886,Complete,15407,12,2020,7.9899997711181632,Australia,16,F,Plus,7.9899997711181632
88574,111172,Complete,15407,11,2022,7.9899997711181632,China,36,F,Plus,7.9899997711181632
3066,3890,Complete,15407,11,2022,7.9899997711181632,Spain,58,F,Plus,7.9899997711181632
50742,63920,Complete,15407,4,2024,7.9899997711181632,China,59,F,Plus,7.9899997711181632
53089,66880,Complete,15919,6,2021,39.9900016784668,Brasil,32,F,Plus,39.9900016784668
21659,27282,Complete,15408,12,2024,36.0,Brasil,32,F,Plus,36.0
66109,83308,Complete,15408,12,2024,36.0,United States,65,F,Plus,36.0
69667,87699,Complete,15664,10,2020,10.989999771118164,China,67,F,Plus,10.989999771118164
21422,26978,Complete,15664,12,2021,10.989999771118164,China,41,F,Plus,10.989999771118164
44971,56650,Complete,15920,8,2024,11.989999771118164,Brasil,19,F,Plus,11.989999771118164
76232,95893,Complete,15920,11,2023,11.989999771118164,China,68,F,Plus,11.989999771118164
5700,7182,Complete,15920,9,2022,11.989999771118164,United States,57,F,Plus,11.989999771118164
52385,65977,Complete,15665,12,2024,66.209999084472656,Belgium,15,F,Plus,66.209999084472656
84127,105619,Complete,15665,10,2021,66.209999084472656,China,35,F,Plus,66.209999084472656
34171,43141,Complete,15921,8,2023,49.9900016784668,China,23,F,Plus,49.9900016784668
13217,16684,Complete,15410,5,2024,35.0,China,27,F,Plus,35.0
40672,51326,Complete,15410,10,2023,35.0,United States,49,F,Plus,35.0
44747,56347,Complete,15666,12,2021,29.5,Japan,28,F,Plus,29.5
50923,64126,Complete,15666,9,2023,29.5,France,67,F,Plus,29.5
69299,87216,Complete,15922,11,2024,19.950000762939453,China,41,F,Plus,19.950000762939453
94079,118014,Complete,15922,6,2024,19.950000762939453,China,47,F,Plus,19.950000762939453
59770,75299,Complete,15411,12,2024,25.0,Brasil,29,F,Plus,25.0
94205,118185,Complete,15667,8,2021,6.0,Brasil,41,F,Plus,6.0
24808,31271,Complete,15667,10,2021,6.0,Germany,58,F,Plus,6.0
34878,43970,Complete,15923,7,2021,27.899999618530277,China,49,F,Plus,27.899999618530277
55361,69813,Complete,15412,3,2024,20.950000762939453,Germany,36,F,Plus,20.950000762939453
34559,43583,Complete,15412,12,2024,20.950000762939453,United States,12,F,Plus,20.950000762939453
71525,89990,Complete,15668,3,2024,8.569999694824217,China,24,F,Plus,8.569999694824217
75325,94776,Complete,15668,5,2022,8.569999694824217,Spain,42,F,Plus,8.569999694824217
54424,68598,Complete,15924,8,2023,24.5,Spain,13,F,Plus,24.5
69160,87037,Complete,15413,9,2023,9.9899997711181641,China,16,F,Plus,9.9899997711181641
47598,59975,Complete,15669,11,2021,69.0,United States,56,F,Plus,69.0
94559,118595,Complete,15925,9,2024,12.5,United States,64,F,Plus,12.5
74666,93954,Complete,15925,11,2023,12.5,Spain,28,F,Plus,12.5
76880,96679,Complete,15925,1,2024,12.5,United States,63,F,Plus,12.5
86674,108803,Complete,15926,6,2022,6.9899997711181641,China,17,F,Plus,6.9899997711181641
18387,23185,Complete,15926,8,2024,6.9899997711181641,France,20,F,Plus,6.9899997711181641
89871,112774,Complete,15415,5,2024,31.950000762939453,Brasil,38,F,Plus,31.950000762939453
69568,87565,Complete,15415,9,2023,31.950000762939453,China,15,F,Plus,31.950000762939453
65432,82443,Complete,15415,12,2024,31.950000762939453,United States,23,F,Plus,31.950000762939453
58559,73779,Complete,15927,5,2024,10.489999771118164,United States,22,F,Plus,10.489999771118164
1035,1279,Complete,15416,4,2024,15.0,United States,53,F,Plus,15.0
17935,22634,Complete,15416,3,2021,15.0,Japan,42,F,Plus,15.0
59027,74366,Complete,15416,11,2024,15.0,China,37,F,Plus,15.0
74188,93387,Complete,15672,3,2022,73.989997863769531,France,59,F,Plus,73.989997863769531
67511,85026,Complete,15672,10,2024,73.989997863769531,China,44,F,Plus,73.989997863769531
6317,7965,Complete,15928,6,2024,14.0,United Kingdom,68,F,Plus,14.0
59566,75041,Complete,15417,12,2022,51.5,Brasil,38,F,Plus,51.5
27141,34290,Complete,15673,11,2023,20.0,South Korea,15,F,Plus,20.0
32491,41047,Complete,15673,12,2024,20.0,Brasil,48,F,Plus,20.0
68298,86015,Complete,15418,9,2020,16.5,United States,35,F,Plus,16.5
97080,121797,Complete,15418,9,2024,16.5,China,16,F,Plus,16.5
69754,87815,Complete,15419,4,2023,3.5,France,18,F,Plus,3.5
10828,13680,Complete,15419,6,2024,3.5,United States,50,F,Plus,3.5
64328,81043,Complete,15675,5,2024,17.989999771118164,Brasil,51,F,Plus,17.989999771118164
88373,110914,Complete,15931,12,2024,10.0,United States,48,F,Plus,10.0
50118,63116,Complete,15420,6,2024,29.989999771118164,Brasil,36,F,Plus,29.989999771118164
45311,57095,Complete,15420,3,2023,29.989999771118164,China,39,F,Plus,29.989999771118164
73322,92244,Complete,15420,8,2023,29.989999771118164,United States,67,F,Plus,29.989999771118164
40881,51588,Complete,15676,11,2024,67.300003051757812,United States,63,F,Plus,67.300003051757812
67254,84722,Complete,15676,9,2024,67.300003051757812,United States,43,F,Plus,67.300003051757812
